,_id,first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
541,542,6/7/2020,6/13/2020,0-19,male,16685,15006,227,0
542,543,6/7/2020,6/13/2020,0-19,female,15245,13707,178,0
543,544,6/7/2020,6/13/2020,20-24,,79,77,<15,0
544,545,6/7/2020,6/13/2020,20-24,male,2332,1863,45,0
545,546,6/7/2020,6/13/2020,20-24,female,3231,2675,56,0
546,547,6/7/2020,6/13/2020,25-29,male,2615,1987,51,0
547,548,6/7/2020,6/13/2020,25-29,,127,120,<15,0
548,549,6/7/2020,6/13/2020,25-29,female,3925,3127,45,0
549,550,6/7/2020,6/13/2020,30-34,female,4568,3663,46,0
550,551,6/7/2020,6/13/2020,30-34,,148,132,<15,0
551,552,6/7/2020,6/13/2020,30-34,male,3136,2478,60,0
552,553,6/7/2020,6/13/2020,35-39,,152,141,0,0
553,554,6/7/2020,6/13/2020,35-39,female,4302,3391,43,0
554,555,6/7/2020,6/13/2020,35-39,male,2980,2345,44,0
555,556,6/7/2020,6/13/2020,40-44,female,3880,2880,46,0
556,557,6/7/2020,6/13/2020,40-44,,111,104,<15,0
557,558,6/7/2020,6/13/2020,40-44,male,2531,1869,42,0
558,559,6/7/2020,6/13/2020,45-49,,112,105,0,0
559,560,6/7/2020,6/13/2020,45-49,female,3006,2180,44,0
560,561,6/7/2020,6/13/2020,45-49,male,2061,1465,32,0
561,562,6/7/2020,6/13/2020,50-54,,71,67,<15,0
562,563,6/7/2020,6/13/2020,50-54,male,1567,1037,39,0
563,564,6/7/2020,6/13/2020,50-54,female,2374,1670,33,0
564,565,6/7/2020,6/13/2020,55-59,female,2243,1552,23,0
565,566,6/7/2020,6/13/2020,55-59,male,1323,814,20,0
566,567,6/7/2020,6/13/2020,55-59,,49,46,0,0
567,568,6/7/2020,6/13/2020,60-64,,62,52,0,0
568,569,6/7/2020,6/13/2020,60-64,female,2015,1316,20,0
569,570,6/7/2020,6/13/2020,60-64,male,1384,843,19,0
570,571,6/7/2020,6/13/2020,65-69,,52,47,<15,0
571,572,6/7/2020,6/13/2020,65-69,female,1475,1010,<15,0
572,573,6/7/2020,6/13/2020,65-69,male,1161,719,16,<15
573,574,6/7/2020,6/13/2020,70-74,female,1416,950,<15,0
574,575,6/7/2020,6/13/2020,70-74,male,1007,619,<15,0
575,576,6/7/2020,6/13/2020,70-74,,95,75,<15,0
576,577,6/7/2020,6/13/2020,75-79,,77,54,0,0
577,578,6/7/2020,6/13/2020,75-79,female,1035,645,<15,0
578,579,6/7/2020,6/13/2020,75-79,male,640,400,<15,<15
579,580,6/7/2020,6/13/2020,80+,,303,184,0,0
580,581,6/7/2020,6/13/2020,80+,female,3758,2128,<15,0
581,582,6/7/2020,6/13/2020,80+,male,1811,1027,<15,<15
582,583,6/7/2020,6/13/2020,,,414,333,21,0
583,584,6/7/2020,6/13/2020,,female,1357,1138,<15,0
584,585,6/7/2020,6/13/2020,,male,1258,1007,24,0
585,586,6/14/2020,6/20/2020,0-19,,767,716,0,0
586,587,6/14/2020,6/20/2020,0-19,male,12885,11430,237,0
587,588,6/14/2020,6/20/2020,0-19,female,12378,11198,201,0
588,589,6/14/2020,6/20/2020,20-24,,<15,<15,0,0
589,590,6/14/2020,6/20/2020,20-24,male,2599,2059,72,0
590,591,6/14/2020,6/20/2020,20-24,female,3136,2516,67,0
591,592,6/14/2020,6/20/2020,25-29,male,2892,2116,69,<15
592,593,6/14/2020,6/20/2020,25-29,,21,16,0,0
593,594,6/14/2020,6/20/2020,25-29,female,3849,2840,75,0
594,595,6/14/2020,6/20/2020,30-34,female,3966,2916,63,0
595,596,6/14/2020,6/20/2020,30-34,,41,34,0,0
596,597,6/14/2020,6/20/2020,30-34,male,3014,2161,91,0
597,598,6/14/2020,6/20/2020,35-39,,35,28,0,0
598,599,6/14/2020,6/20/2020,35-39,female,3920,2838,58,0
599,600,6/14/2020,6/20/2020,35-39,male,2799,2010,52,0
600,601,6/14/2020,6/20/2020,40-44,female,3700,2529,61,0
601,602,6/14/2020,6/20/2020,40-44,,35,29,0,0
602,603,6/14/2020,6/20/2020,40-44,male,2477,1772,55,0
603,604,6/14/2020,6/20/2020,45-49,,23,<15,0,0
604,605,6/14/2020,6/20/2020,45-49,female,2925,1932,38,0
605,606,6/14/2020,6/20/2020,45-49,male,2072,1374,59,0
606,607,6/14/2020,6/20/2020,50-54,,26,21,<15,0
607,608,6/14/2020,6/20/2020,50-54,male,1603,1008,43,0
608,609,6/14/2020,6/20/2020,50-54,female,2586,1578,49,0
609,610,6/14/2020,6/20/2020,55-59,female,2341,1355,37,0
610,611,6/14/2020,6/20/2020,55-59,male,1473,876,36,0
611,612,6/14/2020,6/20/2020,55-59,,15,<15,0,0
612,613,6/14/2020,6/20/2020,60-64,,20,<15,0,0
613,614,6/14/2020,6/20/2020,60-64,female,2000,1189,24,0
614,615,6/14/2020,6/20/2020,60-64,male,1430,838,35,0
615,616,6/14/2020,6/20/2020,65-69,,<15,<15,0,0
616,617,6/14/2020,6/20/2020,65-69,female,1604,928,25,0
617,618,6/14/2020,6/20/2020,65-69,male,1293,723,20,0
618,619,6/14/2020,6/20/2020,70-74,female,1425,731,25,<15
619,620,6/14/2020,6/20/2020,70-74,male,1112,566,30,0
620,621,6/14/2020,6/20/2020,70-74,,30,0,0,0
621,622,6/14/2020,6/20/2020,75-79,,40,<15,0,0
622,623,6/14/2020,6/20/2020,75-79,female,931,382,16,0
623,624,6/14/2020,6/20/2020,75-79,male,712,311,<15,<15
624,625,6/14/2020,6/20/2020,80+,,173,<15,0,0
625,626,6/14/2020,6/20/2020,80+,female,4740,1171,34,0
626,627,6/14/2020,6/20/2020,80+,male,2121,579,<15,<15
627,628,6/14/2020,6/20/2020,,,275,226,36,0
628,629,6/14/2020,6/20/2020,,female,1160,858,16,0
629,630,6/14/2020,6/20/2020,,male,961,742,22,0
630,631,6/21/2020,6/27/2020,0-19,,818,712,<15,0
631,632,6/21/2020,6/27/2020,0-19,male,16376,14369,465,0
632,633,6/21/2020,6/27/2020,0-19,female,15054,13283,359,<15
633,634,6/21/2020,6/27/2020,20-24,,18,<15,0,0
634,635,6/21/2020,6/27/2020,20-24,male,3593,2876,168,0
635,636,6/21/2020,6/27/2020,20-24,female,3844,2988,138,0
636,637,6/21/2020,6/27/2020,25-29,male,3402,2424,135,0
637,638,6/21/2020,6/27/2020,25-29,,18,<15,0,0
638,639,6/21/2020,6/27/2020,25-29,female,4440,3200,119,0
639,640,6/21/2020,6/27/2020,30-34,female,4483,3116,82,0
640,641,6/21/2020,6/27/2020,30-34,,31,<15,0,0
641,642,6/21/2020,6/27/2020,30-34,male,3635,2520,112,0
642,643,6/21/2020,6/27/2020,35-39,,15,<15,0,0
643,644,6/21/2020,6/27/2020,35-39,female,4368,3038,88,0
644,645,6/21/2020,6/27/2020,35-39,male,3463,2496,103,0
645,646,6/21/2020,6/27/2020,40-44,female,4174,2777,109,0
646,647,6/21/2020,6/27/2020,40-44,,21,<15,0,0
647,648,6/21/2020,6/27/2020,40-44,male,2823,1987,97,0
648,649,6/21/2020,6/27/2020,45-49,,18,<15,<15,0
649,650,6/21/2020,6/27/2020,45-49,female,3403,2293,79,0
650,651,6/21/2020,6/27/2020,45-49,male,2523,1775,83,0
651,652,6/21/2020,6/27/2020,50-54,,<15,<15,0,0
652,653,6/21/2020,6/27/2020,50-54,male,1941,1302,74,0
653,654,6/21/2020,6/27/2020,50-54,female,2849,1845,89,0
654,655,6/21/2020,6/27/2020,55-59,female,2450,1526,65,0
655,656,6/21/2020,6/27/2020,55-59,male,1795,1199,65,<15
656,657,6/21/2020,6/27/2020,55-59,,<15,<15,0,0
657,658,6/21/2020,6/27/2020,60-64,,<15,0,0,0
658,659,6/21/2020,6/27/2020,60-64,female,2139,1356,46,0
659,660,6/21/2020,6/27/2020,60-64,male,1710,1081,51,0
660,661,6/21/2020,6/27/2020,65-69,,<15,<15,0,0
661,662,6/21/2020,6/27/2020,65-69,female,1732,1061,28,0
662,663,6/21/2020,6/27/2020,65-69,male,1545,927,38,0
663,664,6/21/2020,6/27/2020,70-74,female,1450,735,22,0
664,665,6/21/2020,6/27/2020,70-74,male,1323,701,32,<15
665,666,6/21/2020,6/27/2020,70-74,,<15,<15,0,0
666,667,6/21/2020,6/27/2020,75-79,,<15,0,0,0
667,668,6/21/2020,6/27/2020,75-79,female,1038,412,<15,<15
668,669,6/21/2020,6/27/2020,75-79,male,820,388,22,0
669,670,6/21/2020,6/27/2020,80+,,125,<15,0,0
670,671,6/21/2020,6/27/2020,80+,female,4885,779,36,<15
671,672,6/21/2020,6/27/2020,80+,male,2230,573,34,<15
672,673,6/21/2020,6/27/2020,,,322,244,20,0
673,674,6/21/2020,6/27/2020,,female,1092,717,18,0
674,675,6/21/2020,6/27/2020,,male,1045,735,21,0
675,676,6/28/2020,7/4/2020,0-19,,1368,1319,<15,0
676,677,6/28/2020,7/4/2020,0-19,male,20176,17174,944,0
677,678,6/28/2020,7/4/2020,0-19,female,17644,15272,657,0
678,679,6/28/2020,7/4/2020,20-24,,22,<15,0,0
679,680,6/28/2020,7/4/2020,20-24,male,5189,3943,370,0
680,681,6/28/2020,7/4/2020,20-24,female,5495,4119,326,0
681,682,6/28/2020,7/4/2020,25-29,male,5044,3492,357,0
682,683,6/28/2020,7/4/2020,25-29,,41,20,<15,0
683,684,6/28/2020,7/4/2020,25-29,female,6168,4320,277,0
684,685,6/28/2020,7/4/2020,30-34,female,5684,3948,208,0
685,686,6/28/2020,7/4/2020,30-34,,39,20,<15,0
686,687,6/28/2020,7/4/2020,30-34,male,5024,3473,267,0
687,688,6/28/2020,7/4/2020,35-39,,27,17,0,0
688,689,6/28/2020,7/4/2020,35-39,female,5543,3743,205,0
689,690,6/28/2020,7/4/2020,35-39,male,4533,3167,226,0
690,691,6/28/2020,7/4/2020,40-44,female,5047,3242,155,0
691,692,6/28/2020,7/4/2020,40-44,,24,<15,0,0
692,693,6/28/2020,7/4/2020,40-44,male,3908,2714,184,0
693,694,6/28/2020,7/4/2020,45-49,,19,<15,0,0
694,695,6/28/2020,7/4/2020,45-49,female,4524,2960,165,0
695,696,6/28/2020,7/4/2020,45-49,male,3588,2447,205,0
696,697,6/28/2020,7/4/2020,50-54,,19,<15,<15,0
697,698,6/28/2020,7/4/2020,50-54,male,2902,1918,158,0
698,699,6/28/2020,7/4/2020,50-54,female,3828,2353,146,0
699,700,6/28/2020,7/4/2020,55-59,female,3356,1997,118,0
700,701,6/28/2020,7/4/2020,55-59,male,2546,1630,115,0
701,702,6/28/2020,7/4/2020,55-59,,<15,<15,0,0
702,703,6/28/2020,7/4/2020,60-64,,<15,<15,<15,0
703,704,6/28/2020,7/4/2020,60-64,female,2788,1621,84,<15
704,705,6/28/2020,7/4/2020,60-64,male,2427,1502,105,0
705,706,6/28/2020,7/4/2020,65-69,,<15,<15,0,0
706,707,6/28/2020,7/4/2020,65-69,female,2066,1253,71,0
707,708,6/28/2020,7/4/2020,65-69,male,1999,1205,77,<15
708,709,6/28/2020,7/4/2020,70-74,female,1770,913,48,0
709,710,6/28/2020,7/4/2020,70-74,male,1591,879,52,0
710,711,6/28/2020,7/4/2020,70-74,,<15,<15,0,0
711,712,6/28/2020,7/4/2020,75-79,,<15,<15,<15,0
712,713,6/28/2020,7/4/2020,75-79,female,1161,526,27,<15
713,714,6/28/2020,7/4/2020,75-79,male,981,459,26,<15
714,715,6/28/2020,7/4/2020,80+,,<15,0,0,0
715,716,6/28/2020,7/4/2020,80+,female,5100,1135,75,<15
716,717,6/28/2020,7/4/2020,80+,male,2488,753,45,<15
717,718,6/28/2020,7/4/2020,,,255,175,16,0
718,719,6/28/2020,7/4/2020,,female,1244,838,18,0
719,720,6/28/2020,7/4/2020,,male,1318,906,33,0
720,721,7/5/2020,7/11/2020,0-19,,1829,1732,21,0
721,722,7/5/2020,7/11/2020,0-19,male,26414,22200,1400,0
722,723,7/5/2020,7/11/2020,0-19,female,24977,21357,1166,0
723,724,7/5/2020,7/11/2020,20-24,,25,16,0,0
724,725,7/5/2020,7/11/2020,20-24,male,6631,4904,537,0
725,726,7/5/2020,7/11/2020,20-24,female,8108,6108,585,0
726,727,7/5/2020,7/11/2020,25-29,male,6867,5030,459,0
727,728,7/5/2020,7/11/2020,25-29,,33,18,0,0
728,729,7/5/2020,7/11/2020,25-29,female,8470,6043,447,0
729,730,7/5/2020,7/11/2020,30-34,female,7950,5504,307,0
730,731,7/5/2020,7/11/2020,30-34,,43,16,<15,0
731,732,7/5/2020,7/11/2020,30-34,male,6954,4830,407,0
732,733,7/5/2020,7/11/2020,35-39,,37,<15,0,0
733,734,7/5/2020,7/11/2020,35-39,female,7237,4916,288,0
734,735,7/5/2020,7/11/2020,35-39,male,5956,4197,308,0
735,736,7/5/2020,7/11/2020,40-44,female,6732,4415,290,0
736,737,7/5/2020,7/11/2020,40-44,,45,15,0,0
737,738,7/5/2020,7/11/2020,40-44,male,5122,3546,292,0
738,739,7/5/2020,7/11/2020,45-49,,38,15,<15,0
739,740,7/5/2020,7/11/2020,45-49,female,5887,3903,281,0
740,741,7/5/2020,7/11/2020,45-49,male,4490,3115,278,0
741,742,7/5/2020,7/11/2020,50-54,,24,<15,<15,0
742,743,7/5/2020,7/11/2020,50-54,male,3564,2403,192,0
743,744,7/5/2020,7/11/2020,50-54,female,4853,3048,185,0
744,745,7/5/2020,7/11/2020,55-59,female,4304,2596,179,0
745,746,7/5/2020,7/11/2020,55-59,male,3138,2036,175,<15
746,747,7/5/2020,7/11/2020,55-59,,18,<15,0,0
747,748,7/5/2020,7/11/2020,60-64,,<15,<15,0,0
748,749,7/5/2020,7/11/2020,60-64,female,3490,2110,140,0
749,750,7/5/2020,7/11/2020,60-64,male,2890,1810,117,<15
750,751,7/5/2020,7/11/2020,65-69,,<15,<15,0,0
751,752,7/5/2020,7/11/2020,65-69,female,2567,1554,102,0
752,753,7/5/2020,7/11/2020,65-69,male,2379,1435,101,0
753,754,7/5/2020,7/11/2020,70-74,female,2039,985,68,<15
754,755,7/5/2020,7/11/2020,70-74,male,1969,979,75,<15
755,756,7/5/2020,7/11/2020,70-74,,<15,<15,0,0
756,757,7/5/2020,7/11/2020,75-79,,<15,<15,0,0
757,758,7/5/2020,7/11/2020,75-79,female,1369,550,38,<15
758,759,7/5/2020,7/11/2020,75-79,male,1233,522,42,<15
759,760,7/5/2020,7/11/2020,80+,,131,<15,0,0
760,761,7/5/2020,7/11/2020,80+,female,6607,1199,112,<15
761,762,7/5/2020,7/11/2020,80+,male,2931,728,68,<15
762,763,7/5/2020,7/11/2020,,,411,330,30,0
763,764,7/5/2020,7/11/2020,,female,1449,966,25,0
764,765,7/5/2020,7/11/2020,,male,1598,1064,40,0
765,766,7/12/2020,7/18/2020,0-19,,1488,1372,33,0
766,767,7/12/2020,7/18/2020,0-19,male,25000,19127,1793,0
767,768,7/12/2020,7/18/2020,0-19,female,22608,17618,1607,<15
768,769,7/12/2020,7/18/2020,20-24,,36,23,<15,0
769,770,7/12/2020,7/18/2020,20-24,male,7687,5111,680,0
770,771,7/12/2020,7/18/2020,20-24,female,8678,5914,757,0
771,772,7/12/2020,7/18/2020,25-29,male,7375,4537,556,0
772,773,7/12/2020,7/18/2020,25-29,,52,30,<15,0
773,774,7/12/2020,7/18/2020,25-29,female,8616,5399,514,0
774,775,7/12/2020,7/18/2020,30-34,female,8104,4860,454,0
775,776,7/12/2020,7/18/2020,30-34,,49,23,<15,0
776,777,7/12/2020,7/18/2020,30-34,male,6721,4064,472,0
777,778,7/12/2020,7/18/2020,35-39,,58,26,<15,0
778,779,7/12/2020,7/18/2020,35-39,female,7445,4204,377,0
779,780,7/12/2020,7/18/2020,35-39,male,5745,3318,397,0
780,781,7/12/2020,7/18/2020,40-44,female,7054,3847,380,0
781,782,7/12/2020,7/18/2020,40-44,,46,20,0,0
782,783,7/12/2020,7/18/2020,40-44,male,5218,2961,345,0
783,784,7/12/2020,7/18/2020,45-49,,40,15,0,0
784,785,7/12/2020,7/18/2020,45-49,female,6541,3417,344,<15
785,786,7/12/2020,7/18/2020,45-49,male,4723,2645,342,0
786,787,7/12/2020,7/18/2020,50-54,,31,<15,<15,0
787,788,7/12/2020,7/18/2020,50-54,male,4036,2210,303,0
788,789,7/12/2020,7/18/2020,50-54,female,5654,2801,290,0
789,790,7/12/2020,7/18/2020,55-59,female,4980,2288,233,<15
790,791,7/12/2020,7/18/2020,55-59,male,3482,1809,217,0
791,792,7/12/2020,7/18/2020,55-59,,22,<15,0,0
792,793,7/12/2020,7/18/2020,60-64,,<15,<15,0,0
793,794,7/12/2020,7/18/2020,60-64,female,4176,1819,180,<15
794,795,7/12/2020,7/18/2020,60-64,male,3178,1571,189,0
795,796,7/12/2020,7/18/2020,65-69,,<15,<15,0,0
796,797,7/12/2020,7/18/2020,65-69,female,3076,1419,132,<15
797,798,7/12/2020,7/18/2020,65-69,male,2641,1240,134,<15
798,799,7/12/2020,7/18/2020,70-74,female,2590,1061,91,<15
799,800,7/12/2020,7/18/2020,70-74,male,2336,976,110,<15
800,801,7/12/2020,7/18/2020,70-74,,16,<15,0,0
801,802,7/12/2020,7/18/2020,75-79,,<15,<15,0,0
802,803,7/12/2020,7/18/2020,75-79,female,1947,633,63,<15
803,804,7/12/2020,7/18/2020,75-79,male,1410,500,55,<15
804,805,7/12/2020,7/18/2020,80+,,126,<15,0,0
805,806,7/12/2020,7/18/2020,80+,female,9558,1354,130,<15
806,807,7/12/2020,7/18/2020,80+,male,4087,846,84,15
807,808,7/12/2020,7/18/2020,,,648,396,38,0
808,809,7/12/2020,7/18/2020,,female,1660,976,32,0
809,810,7/12/2020,7/18/2020,,male,1506,951,49,0
